sample,count,class,species,genus,method,is_full_species,prop_count,aligned_species
CROP_0511,48,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001152018,Sciurus_carolinensis
CROP_0601,426,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.015826429,Sciurus_carolinensis
CROP_0602,947,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.024592931,Sciurus_carolinensis
CROP_0603,57,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001622499,Sciurus_carolinensis
CROP_0604,223,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.007553177,Sciurus_carolinensis
CROP_0605,818,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.02268819,Sciurus_carolinensis
CROP_0606,457,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.016248889,Sciurus_carolinensis
CROP_0607,1038,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.027632104,Sciurus_carolinensis
CROP_0608,277,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.008126742,Sciurus_carolinensis
CROP_0609,54,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002263676,Sciurus_carolinensis
CROP_0610,70,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002268897,Sciurus_carolinensis
CROP_0701,170,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00342659,Sciurus_carolinensis
CROP_0702,219,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.005015114,Sciurus_carolinensis
CROP_0703,221,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.0075211,Sciurus_carolinensis
CROP_0704,130,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003702438,Sciurus_carolinensis
CROP_0705,218,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002524375,Sciurus_carolinensis
CROP_0707,77,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001706863,Sciurus_carolinensis
CROP_0708,42,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001164952,Sciurus_carolinensis
CROP_0801,119,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002008642,Sciurus_carolinensis
CROP_0802,240,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003807892,Sciurus_carolinensis
CROP_0803,244,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003944136,Sciurus_carolinensis
CROP_0804,167,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004280295,Sciurus_carolinensis
CROP_0901,3793,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.03139199,Sciurus_carolinensis
CROP_0902,3108,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.034457909,Sciurus_carolinensis
CROP_0903,191,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002757247,Sciurus_carolinensis
CROP_0904,600,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.006751663,Sciurus_carolinensis
CROP_0905,684,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.007311285,Sciurus_carolinensis
CROP_0907,337,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003483816,Sciurus_carolinensis
CROP_0909,109,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001721035,Sciurus_carolinensis
CROP_1001,1920,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.020772476,Sciurus_carolinensis
CROP_1002,4741,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.053248124,Sciurus_carolinensis
CROP_1004,179,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002313379,Sciurus_carolinensis
CROP_1005,941,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.010935121,Sciurus_carolinensis
CROP_1006,221,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002292341,Sciurus_carolinensis
CROP_1007,556,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.006316961,Sciurus_carolinensis
CROP_1008,238,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003032581,Sciurus_carolinensis
CROP_1009,75,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001126617,Sciurus_carolinensis
CROP_1010,295,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00348502,Sciurus_carolinensis
CROP_1101,865,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.011209164,Sciurus_carolinensis
CROP_1104,529,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00584369,Sciurus_carolinensis
CROP_1105,744,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.017079498,Sciurus_carolinensis
CROP_1106,1188,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.013306154,Sciurus_carolinensis
CROP_1107,187,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001962554,Sciurus_carolinensis
CROP_1108,514,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.005253905,Sciurus_carolinensis
CROP_1109,251,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003441279,Sciurus_carolinensis
CROP_1110,461,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.006332592,Sciurus_carolinensis
CROP_1111,232,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002129007,Sciurus_carolinensis
CROP_1112,233,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003362776,Sciurus_carolinensis
CROP_1113,889,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.010803519,Sciurus_carolinensis
CROP_1114,209,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001725704,Sciurus_carolinensis
CROP_1201,376,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.002845704,Sciurus_carolinensis
CROP_1202,450,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.005532401,Sciurus_carolinensis
CROP_1203,1518,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.014709445,Sciurus_carolinensis
CROP_1204,291,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004577127,Sciurus_carolinensis
CROP_1205,4440,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.037303401,Sciurus_carolinensis
CROP_1206,830,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.006859391,Sciurus_carolinensis
CROP_1207,438,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.008377324,Sciurus_carolinensis
CROP_1208,663,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.012701149,Sciurus_carolinensis
CROP_1209,1256,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.015872214,Sciurus_carolinensis
CROP_1210,249,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.004259541,Sciurus_carolinensis
CROP_1301,121,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003237631,Sciurus_carolinensis
CROP_1302,188,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.003339195,Sciurus_carolinensis
CROP_1306,51,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.001465938,Sciurus_carolinensis
CROP_1307,178,Mammalia,Sciurus,Sciurus,eDNA,FALSE,0.00149838,Sciurus_carolinensis
CROP_0308,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.166666667,Sciurus_carolinensis
CROP_0408,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.066666667,Sciurus_carolinensis
CROP_0508,3,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.2,Sciurus_carolinensis
CROP_0601,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.015384615,Sciurus_carolinensis
CROP_0708,4,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.181818182,Sciurus_carolinensis
CROP_0805,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.032258065,Sciurus_carolinensis
CROP_0808,6,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.333333333,Sciurus_carolinensis
CROP_1009,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.333333333,Sciurus_carolinensis
CROP_1108,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.5,Sciurus_carolinensis
CROP_1208,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.029411765,Sciurus_carolinensis
CROP_1308,7,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.538461538,Sciurus_carolinensis
CROP_1309,1,Mammalia,Sciurus_carolinensis,Sciurus,camera,TRUE,0.071428571,Sciurus_carolinensis
CROP_0202,47,Aves,Scolopax,Scolopax,eDNA,FALSE,0.00163376,Scolopax_rusticola
CROP_0204,53,Aves,Scolopax,Scolopax,eDNA,FALSE,0.003402889,Scolopax_rusticola
CROP_0206,273,Aves,Scolopax,Scolopax,eDNA,FALSE,0.004473576,Scolopax_rusticola
CROP_0207,49,Aves,Scolopax,Scolopax,eDNA,FALSE,0.001325399,Scolopax_rusticola
CROP_0212,191,Aves,Scolopax,Scolopax,eDNA,FALSE,0.003572163,Scolopax_rusticola
CROP_0511,80,Aves,Scolopax,Scolopax,eDNA,FALSE,0.001920031,Scolopax_rusticola
CROP_0605,503,Aves,Scolopax,Scolopax,eDNA,FALSE,0.013951295,Scolopax_rusticola
CROP_0606,108,Aves,Scolopax,Scolopax,eDNA,FALSE,0.00384,Scolopax_rusticola
CROP_1205,1078,Aves,Scolopax,Scolopax,eDNA,FALSE,0.009056997,Scolopax_rusticola
CROP_1207,128,Aves,Scolopax,Scolopax,eDNA,FALSE,0.002448168,Scolopax_rusticola
CROP_0104,1,Aves,Scolopax_rusticola,Scolopax,camera,TRUE,0.0125,Scolopax_rusticola
CROP_0206,1,Aves,Scolopax_rusticola,Scolopax,camera,TRUE,0.03030303,Scolopax_rusticola
CROP_1002,169,Aves,Sitta,Sitta,eDNA,FALSE,0.001898109,Sitta_europaea
CROP_0103,31,Mammalia,Sorex,Sorex,eDNA,FALSE,0.002613387,Sorex_araneus
CROP_0104,34,Mammalia,Sorex,Sorex,eDNA,FALSE,0.001269652,Sorex_minutus
CROP_0209,62,Mammalia,Sorex,Sorex,eDNA,FALSE,0.001039257,Sorex_araneus
CROP_0302,133,Mammalia,Sorex,Sorex,eDNA,FALSE,0.001515842,Sorex_araneus
CROP_0402,108,Mammalia,Sorex,Sorex,eDNA,FALSE,0.001852328,Sorex_araneus
CROP_0504,68,Mammalia,Sorex,Sorex,eDNA,FALSE,0.002628426,Sorex_araneus
CROP_0602,200,Mammalia,Sorex,Sorex,eDNA,FALSE,0.005193861,Sorex_araneus
CROP_0701,121,Mammalia,Sorex,Sorex,eDNA,FALSE,0.002438926,Sorex_araneus
CROP_0703,80,Mammalia,Sorex,Sorex,eDNA,FALSE,0.00272257,Sorex_araneus
CROP_0704,282,Mammalia,Sorex,Sorex,eDNA,FALSE,0.008031442,Sorex_araneus
CROP_0707,200,Mammalia,Sorex,Sorex,eDNA,FALSE,0.00443341,Sorex_araneus
CROP_0709,128,Mammalia,Sorex,Sorex,eDNA,FALSE,0.002218871,Sorex_araneus
CROP_0802,92,Mammalia,Sorex,Sorex,eDNA,FALSE,0.001459692,Sorex_araneus
CROP_1009,81,Mammalia,Sorex,Sorex,eDNA,FALSE,0.001216746,Sorex_araneus
CROP_1105,118,Mammalia,Sorex,Sorex,eDNA,FALSE,0.002708845,Sorex_araneus
CROP_1210,84,Mammalia,Sorex,Sorex,eDNA,FALSE,0.001436954,Sorex_araneus
CROP_0303,1,Aves,Strix_aluco,Strix,camera,TRUE,0.003759398,Strix_aluco
CROP_0605,1,Aves,Strix_aluco,Strix,camera,TRUE,0.055555556,Strix_aluco
CROP_0705,1,Aves,Strix_aluco,Strix,camera,TRUE,0.032258065,Strix_aluco
CROP_0501,1,Aves,Sylvia_atricapilla,Sylvia,camera,TRUE,0.014084507,Sylvia_atricapilla
CROP_0201,48,Mammalia,Talpa,Talpa,eDNA,FALSE,0.001177972,Talpa_europaea
CROP_0213,95,Mammalia,Talpa,Talpa,eDNA,FALSE,0.003176833,Talpa_europaea
CROP_0503,46,Mammalia,Talpa,Talpa,eDNA,FALSE,0.001353379,Talpa_europaea
CROP_0602,219,Mammalia,Talpa,Talpa,eDNA,FALSE,0.005687278,Talpa_europaea
CROP_0608,234,Mammalia,Talpa,Talpa,eDNA,FALSE,0.00686519,Talpa_europaea
CROP_0702,179,Mammalia,Talpa,Talpa,eDNA,FALSE,0.004099111,Talpa_europaea
CROP_0707,65,Mammalia,Talpa,Talpa,eDNA,FALSE,0.001440858,Talpa_europaea
CROP_0101,410,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.017025164,Tinca
CROP_0102,76,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.003070335,Tinca
CROP_0103,229,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.019305345,Tinca
CROP_0105,203,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.007291929,Tinca
CROP_0106,541,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.022580241,Tinca
CROP_0107,239,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.00921428,Tinca
CROP_0108,304,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.0121961,Tinca
CROP_0109,551,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.013467273,Tinca
CROP_0110,375,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.010314099,Tinca
CROP_0201,1551,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.038063218,Tinca
CROP_0202,506,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.017588988,Tinca
CROP_0203,3332,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.0823448,Tinca
CROP_0204,519,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.033322632,Tinca
CROP_0205,1944,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.037080838,Tinca
CROP_0206,2738,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.044866858,Tinca
CROP_0207,1385,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.037462808,Tinca
CROP_0208,644,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.025431426,Tinca
CROP_0209,2390,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.040061685,Tinca
CROP_0210,2373,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.060350966,Tinca
CROP_0211,1243,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.025584555,Tinca
CROP_0212,2336,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.043688866,Tinca
CROP_0213,996,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.033306581,Tinca
CROP_0214,938,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.025645232,Tinca
CROP_0301,1696,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.019171857,Tinca
CROP_0302,1918,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.021860041,Tinca
CROP_0303,1795,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.017340482,Tinca
CROP_0304,4043,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.035907137,Tinca
CROP_0305,2229,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.023091506,Tinca
CROP_0306,1208,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.020800331,Tinca
CROP_0307,1068,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.017695889,Tinca
CROP_0308,1292,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.021686585,Tinca
CROP_0309,874,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.011154646,Tinca
CROP_0310,743,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.011489631,Tinca
CROP_0401,965,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014501901,Tinca
CROP_0402,416,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.007134894,Tinca
CROP_0403,351,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.00431098,Tinca
CROP_0404,550,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.007671493,Tinca
CROP_0405,555,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.003532085,Tinca
CROP_0406,773,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.006255513,Tinca
CROP_0407,887,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.008897136,Tinca
CROP_0408,461,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.008614407,Tinca
CROP_0409,927,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.009781886,Tinca
CROP_0410,215,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.002894999,Tinca
CROP_0502,175,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.005681265,Tinca
CROP_0503,227,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.006678631,Tinca
CROP_0505,324,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.00949534,Tinca
CROP_0506,122,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.004524719,Tinca
CROP_0507,196,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.005048814,Tinca
CROP_0508,822,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014460883,Tinca
CROP_0509,207,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.004798553,Tinca
CROP_0510,684,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.015611092,Tinca
CROP_0511,628,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.015072241,Tinca
CROP_0512,215,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.004791193,Tinca
CROP_0603,365,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.010389684,Tinca
CROP_0604,441,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014937,Tinca
CROP_0605,624,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.017307372,Tinca
CROP_0608,489,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014346487,Tinca
CROP_0609,271,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.011360302,Tinca
CROP_0610,857,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.027777778,Tinca
CROP_0701,273,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.005502701,Tinca
CROP_0702,1187,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.027182376,Tinca
CROP_0703,171,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.005819494,Tinca
CROP_0704,475,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.013528139,Tinca
CROP_0705,2054,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.02378471,Tinca
CROP_0707,165,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.003657563,Tinca
CROP_0708,575,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.015948742,Tinca
CROP_0709,300,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.005200478,Tinca
CROP_0710,241,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.006331442,Tinca
CROP_0801,167,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.002818851,Tinca
CROP_0802,146,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.002316468,Tinca
CROP_0803,1711,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.027657442,Tinca
CROP_0805,573,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.008736487,Tinca
CROP_0806,816,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.013084472,Tinca
CROP_0807,1278,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.021917338,Tinca
CROP_0808,454,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.037517561,Tinca
CROP_0809,463,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.007343844,Tinca
CROP_0810,653,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014782786,Tinca
CROP_0811,523,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.008551341,Tinca
CROP_0812,642,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.01093995,Tinca
CROP_0901,2793,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.023115694,Tinca
CROP_0902,1218,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.013503775,Tinca
CROP_0903,6693,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.096619125,Tinca
CROP_0904,3375,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.037978102,Tinca
CROP_0905,3715,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.039709686,Tinca
CROP_0906,2896,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.03646804,Tinca
CROP_0907,3370,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.034838163,Tinca
CROP_0908,2773,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.042385705,Tinca
CROP_0909,2594,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.040957464,Tinca
CROP_0910,2865,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.045625378,Tinca
CROP_1001,1148,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.01242021,Tinca
CROP_1002,958,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.010759693,Tinca
CROP_1003,4742,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.086420878,Tinca
CROP_1004,2635,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.034054487,Tinca
CROP_1005,4563,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.053025461,Tinca
CROP_1006,3596,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.037299809,Tinca
CROP_1007,3641,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.041367009,Tinca
CROP_1008,4130,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.052624202,Tinca
CROP_1009,2211,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.03321266,Tinca
CROP_1010,2850,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.03366884,Tinca
CROP_1101,1052,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.013632417,Tinca
CROP_1102,313,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.0089217,Tinca
CROP_1103,8801,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.116412264,Tinca
CROP_1104,2358,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.026048053,Tinca
CROP_1105,2184,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.05013659,Tinca
CROP_1106,1170,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.013104545,Tinca
CROP_1107,5431,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.056998027,Tinca
CROP_1108,6223,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.063609044,Tinca
CROP_1109,3265,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.044764046,Tinca
CROP_1110,3431,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.047130416,Tinca
CROP_1111,2861,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.026254692,Tinca
CROP_1112,1564,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.022572451,Tinca
CROP_1113,2541,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.030879351,Tinca
CROP_1114,758,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.006258773,Tinca
CROP_1201,1067,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.008075441,Tinca
CROP_1202,1205,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014814542,Tinca
CROP_1203,7612,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.073760405,Tinca
CROP_1204,1314,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.020667852,Tinca
CROP_1205,2367,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.019886746,Tinca
CROP_1206,4888,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.040396027,Tinca
CROP_1207,1197,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.022894193,Tinca
CROP_1208,1356,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.025977011,Tinca
CROP_1209,3375,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.042650255,Tinca
CROP_1210,1479,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.025300648,Tinca
CROP_1302,62,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.001101224,Tinca
CROP_1303,2290,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.024665295,Tinca
CROP_1305,1430,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014455834,Tinca
CROP_1306,521,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014975568,Tinca
CROP_1307,1684,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.014175681,Tinca
CROP_1308,179,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.005296328,Tinca
CROP_1309,3537,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.056256263,Tinca
CROP_1310,321,Actinopteri,Tinca,Tinca,eDNA,FALSE,0.007099414,Tinca
CROP_0105,118,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.004238658,Troglodytes_troglodytes
CROP_0106,72,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.003005134,Troglodytes_troglodytes
CROP_0205,230,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.004387136,Troglodytes_troglodytes
CROP_0502,46,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.001493361,Troglodytes_troglodytes
CROP_0510,57,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.001300924,Troglodytes_troglodytes
CROP_0511,81,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.001944031,Troglodytes_troglodytes
CROP_0601,398,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.014786195,Troglodytes_troglodytes
CROP_0602,344,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.008933441,Troglodytes_troglodytes
CROP_0604,560,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.01896762,Troglodytes_troglodytes
CROP_0605,755,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.020940811,Troglodytes_troglodytes
CROP_0606,875,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.031111111,Troglodytes_troglodytes
CROP_0607,402,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.010701451,Troglodytes_troglodytes
CROP_0610,170,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.005510178,Troglodytes_troglodytes
CROP_0710,360,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.009457755,Troglodytes_troglodytes
CROP_0802,149,Aves,Troglodytes,Troglodytes,eDNA,FALSE,0.002364066,Troglodytes_troglodytes
CROP_0503,1,Aves,Troglodytes_troglodytes,Troglodytes,camera,TRUE,0.008474576,Troglodytes_troglodytes
CROP_0809,1,Aves,Troglodytes_troglodytes,Troglodytes,camera,TRUE,0.04,Troglodytes_troglodytes
CROP_1009,1,Aves,Troglodytes_troglodytes,Troglodytes,camera,TRUE,0.333333333,Troglodytes_troglodytes
CROP_1010,1,Aves,Troglodytes_troglodytes,Troglodytes,camera,TRUE,0.019607843,Troglodytes_troglodytes
CROP_0101,57,Aves,Turdus,Turdus,eDNA,FALSE,0.002366913,Turdus
CROP_0102,118,Aves,Turdus,Turdus,eDNA,FALSE,0.004767099,Turdus
CROP_0104,90,Aves,Turdus,Turdus,eDNA,FALSE,0.003360842,Turdus
CROP_0107,266,Aves,Turdus,Turdus,eDNA,FALSE,0.010255224,Turdus
CROP_0108,35,Aves,Turdus,Turdus,eDNA,FALSE,0.001404156,Turdus
CROP_0202,137,Aves,Turdus,Turdus,eDNA,FALSE,0.004762236,Turdus
CROP_0204,87,Aves,Turdus,Turdus,eDNA,FALSE,0.005585875,Turdus
CROP_0206,134,Aves,Turdus,Turdus,eDNA,FALSE,0.002195821,Turdus
CROP_0208,32,Aves,Turdus,Turdus,eDNA,FALSE,0.001263673,Turdus
